
64,"home64",501019,2280,668,495
65,"home65",937406,3463,430,319
66,"home66",1424328,4080,881,497
67,"home67",839822,3900,494,295
68,"home68",857133,3150,644,454
69,"home69",1232102,4939,631,283
70,"home70",664586,2569,625,129
71,"home71",651764,4671,971,337
72,"home72",979199,4346,993,444
73,"home73",1464535,2616,653,250
74,"home74",1451315,1085,650,331
75,"home75",349566,1779,808,162
76,"home76",481741,2266,649,149
77,"home77",995664,4995,723,233
78,"home78",796500,3664,488,260
79,"home79",763760,2676,746,202
80,"home80",1270167,1773,760,297
81,"home81",1383557,1357,607,337
82,"home82",419965,3700,876,300
83,"home83",585323,4541,957,469
84,"home84",1315154,1168,408,189
85,"home85",1459341,1435,551,275
86,"home86",1010086,2039,824,125
87,"home87",238923,1628,545,198
88,"home88",1310275,3693,466,434
89,"home89",933941,4371,471,488
90,"home90",1392787,4294,584,268
91,"home91",262248,3193,446,337
92,"home92",670067,1213,957,263
93,"home93",786526,4799,839,489
94,"home94",493681,4143,409,394
95,"home95",1091635,2851,841,341
96,"home96",554283,1817,592,485
97,"home97",225860,3363,588,173
98,"home98",1497989,1589,600,145
99,"home99",290496,4724,713,223
100,"home100",1249722,2576,834,459
101,"home101",436942,1975,488,222
102,"home102",610334,3504,493,385
103,"home103",1268043,4963,588,428
104,"home104",1334914,3808,409,339
105,"home105",878553,4272,473,458
106,"home106",380922,3138,742,137
107,"home107",224299,2234,561,212
108,"home108",903429,3744,477,377
109,"home109",772716,3036,882,237
110,"home110",387179,1438,823,279
111,"home111",982610,3159,964,247
112,"home112",786592,3839,829,459
113,"home113",340221,2127,834,197
114,"home114",1009369,1287,555,142
115,"home115",546750,2794,710,433
116,"home116",353012,2162,886,322
117,"home117",1240274,2086,664,489
118,"home118",268573,2348,942,476
119,"home119",793028,4012,414,309
120,"home120",1344730,4864,863,263
121,"home121",621987,4717,615,451
122,"home122",688623,2575,706,141
123,"home123",1220732,3183,647,221
124,"home124",431621,4648,733,451
125,"home125",1470906,1505,924,389
126,"home126",966901,4673,476,221
127,"home127",1432598,2822,511,212
128,"home128",590922,4284,592,220
129,"home129",1241529,1196,955,438
130,"home130",651541,2339,468,211
131,"home131",644342,1050,784,322
132,"home132",402970,3487,787,121
133,"home133",666118,3337,502,159
134,"home134",239561,3880,977,190
135,"home135",367919,1258,693,154
136,"home136",644238,2902,498,287
137,"home137",635113,3631,696,289
138,"home138",953499,1875,686,115
139,"home139",345102,4309,541,175
140,"home140",1432296,3887,787,152
141,"home141",346245,3814,658,250
142,"home142",1389478,3968,504,381
143,"home143",289677,3910,659,353
144,"home144",1150838,4310,458,408
145,"home145",208646,2916,540,485
146,"home146",295034,1561,623,425
147,"home147",1024078,2038,767,264
148,"home148",1271292,1856,861,186
149,"home149",1217874,3521,525,367
150,"home150",248913,1057,733,215
151,"home151",512157,4379,827,356
152,"home152",1435960,4015,585,398
153,"home153",281903,2650,751,407
154,"home154",290226,4642,716,109
155,"home155",450831,1680,838,440
156,"home156",1380594,2055,551,368
157,"home157",726952,1586,559,279
158,"home158",1134057,4733,849,297
159,"home159",1209763,3978,953,155
160,"home160",591526,1115,979,155
161,"home161",1165519,1248,979,310
162,"home162",1015803,1088,921,172
163,"home163",329844,3734,514,161
164,"home164",1436545,4511,715,165
165,"home165",742561,3749,783,103
166,"home166",1027497,2171,449,263
167,"home167",396182,3541,894,290
168,"home168",385082,4780,464,251
169,"home169",429241,4175,855,438
170,"home170",1158681,2130,400,308
171,"home171",275146,3251,819,358
172,"home172",1476070,4129,954,266
173,"home173",475034,4470,694,294
174,"home174",400039,4624,750,114
175,"home175",586114,4971,470,397
176,"home176",1106278,2611,516,135
177,"home177",1175937,2516,943,432
178,"home178",1315066,3034,766,154
179,"home179",1179374,2093,491,100
180,"home180",494125,3173,743,401
181,"home181",1085012,4841,425,434
182,"home182",1022857,1279,970,364
183,"home183",358758,3825,772,177
184,"home184",343721,2648,551,345
185,"home185",1083144,2723,458,154
186,"home186",1310242,2520,964,382
187,"home187",1028124,4660,556,411
188,"home188",1020450,3767,564,464
189,"home189",1131826,3705,604,351
190,"home190",785319,1201,907,265
191,"home191",1410577,2838,709,198
192,"home192",736909,3593,971,182
193,"home193",751779,3230,564,359
194,"home194",700668,1685,810,469
195,"home195",444252,3209,645,377
196,"home196",501998,3388,942,117
197,"home197",454924,4311,755,324
198,"home198",1096186,4410,957,153
199,"home199",1218335,2672,811,209
200,"home200",885272,4458,871,300
201,"home201",1243437,1181,691,203
202,"home202",1110260,2305,633,240
203,"home203",1265881,2141,617,264
204,"home204",571569,1607,986,356
205,"home205",1142950,3793,841,250
206,"home206",1192620,4608,871,141
207,"home207",524850,2854,700,346
208,"home208",1142771,1038,677,112
209,"home209",862908,3806,421,480
210,"home210",1262314,3545,571,231
211,"home211",467860,4013,738,264
212,"home212",612044,2085,534,414
213,"home213",1497250,1382,710,388
214,"home214",559759,2746,819,428
215,"home215",1185023,2737,445,124
216,"home216",626272,3791,862,101
217,"home217",803518,2691,868,165
218,"home218",980208,2874,588,205
219,"home219",400621,2926,972,297
220,"home220",1397558,2700,444,368
221,"home221",790474,2101,851,229
222,"home222",1041336,3593,765,372
223,"home223",1168192,1025,885,236
224,"home224",979091,2414,468,128
225,"home225",1114487,4513,536,475
226,"home226",930099,4784,578,283
227,"home227",703285,3482,770,368
228,"home228",809119,4445,504,307
229,"home229",504890,2127,751,498
230,"home230",1446358,2471,833,208
231,"home231",403627,3426,625,396
232,"home232",296045,4762,850,356
233,"home233",1157039,1916,801,384
234,"home234",1210203,2830,925,124
235,"home235",288060,3257,505,293
236,"home236",1186975,3521,784,184
237,"home237",219230,1981,748,324
238,"home238",419207,3629,485,180
239,"home239",229891,2604,682,211
240,"home240",397880,2743,810,247
241,"home241",845662,2551,940,396
242,"home242",1117854,3209,804,231
243,"home243",782911,4992,803,230
244,"home244",505543,4722,485,117
245,"home245",812500,3139,462,117
246,"home246",717212,2564,641,351
247,"home247",683695,1685,570,272
248,"home248",935078,4285,432,420
249,"home249",409531,1163,651,241
250,"home250",1476951,2007,402,203
251,"home251",916231,2369,736,191
252,"home252",1367991,4339,973,273
253,"home253",1379975,4121,984,306
254,"home254",830309,4361,727,369
255,"home255",221228,3171,956,439
256,"home256",1465192,3389,824,274
257,"home257",1307967,2019,416,422
258,"home258",606017,1634,851,251
259,"home259",874818,2297,952,347
260,"home260",1169932,4850,547,499
261,"home261",653516,3030,616,225
262,"home262",1443807,3274,467,284
263,"home263",364418,3760,952,232
264,"home264",853416,2267,482,306
265,"home265",1410265,1885,866,445
266,"home266",731895,1558,408,277
267,"home267",275449,2159,722,387
268,"home268",350193,1824,943,398
269,"home269",457447,1499,653,382
270,"home270",1384000,4955,644,393
271,"home271",295028,3705,912,399
272,"home272",1329425,1031,703,277
273,"home273",942499,4606,577,377
274,"home274",807078,2806,875,212
275,"home275",835870,2331,510,226
276,"home276",680952,2982,843,449
277,"home277",258675,1271,882,157
278,"home278",464956,4781,984,343
279,"home279",959341,1464,561,440
280,"home280",1145219,3624,485,440
281,"home281",422330,2183,594,361
282,"home282",262604,1403,550,148
283,"home283",462286,2995,628,214
284,"home284",618570,1505,771,300
285,"home285",1325977,3157,725,258
286,"home286",1450659,4783,532,194
287,"home287",905910,1652,875,465
288,"home288",521141,2815,864,250
289,"home289",1093034,2249,816,364
290,"home290",300298,2044,688,217
291,"home291",1408553,2624,595,148
292,"home292",1373512,1043,781,371
293,"home293",1494236,1039,778,414
294,"home294",1049684,4126,972,449
295,"home295",739991,2479,984,170
296,"home296",573775,2768,763,464
297,"home297",680939,4944,957,375
298,"home298",919652,4812,965,198
299,"home299",272146,3795,554,400
300,"home300",1212833,2717,725,371
301,"home301",1209965,2471,711,113
302,"home302",892596,1436,605,442
303,"home303",839192,3012,621,343
304,"home304",442529,3643,663,327
305,"home305",911728,4644,663,210
306,"home306",267435,3854,749,300
307,"home307",920561,3831,785,364
308,"home308",836655,4805,466,459
309,"home309",422264,2016,429,163
310,"home310",1330058,2695,432,226
311,"home311",1426157,3404,822,368
312,"home312",922748,1282,402,218
313,"home313",1239383,3825,633,378
314,"home314",1236712,3757,822,385
315,"home315",1333070,1454,598,238
316,"home316",1156651,4385,715,488
317,"home317",1268375,1089,772,332
318,"home318",1332639,3205,935,270
319,"home319",207056,3891,606,130
320,"home320",1313906,2824,461,253
321,"home321",817515,1438,556,390
322,"home322",360722,3847,971,494
323,"home323",900707,3326,476,223
324,"home324",1448054,3149,482,110
325,"home325",1479578,2151,754,237
326,"home326",1132548,2584,590,303
327,"home327",885024,1010,888,465
328,"home328",1127567,2788,812,245
329,"home329",907768,4823,543,489
330,"home330",559788,3096,904,104
331,"home331",650412,1313,784,427
332,"home332",462955,3803,726,481
333,"home333",215430,2440,694,243
334,"home334",1216341,4094,740,381
335,"home335",378667,1459,979,320
336,"home336",1412822,2453,847,157
337,"home337",389769,1552,492,105
338,"home338",519254,4928,892,449
339,"home339",336627,3538,682,303
340,"home340",932690,2919,672,467
341,"home341",801217,1397,408,381
342,"home342",1425898,2871,721,193
343,"home343",420240,2342,851,475
344,"home344",606464,2037,971,364
345,"home345",546107,2502,508,397
346,"home346",768879,1273,969,199
347,"home347",977889,2141,778,157
348,"home348",1469298,3717,721,496
349,"home349",256594,1097,870,377
350,"home350",516575,1717,904,448
351,"home351",1035808,4435,794,113
352,"home352",1339533,3498,403,135
353,"home353",636289,2212,433,368
354,"home354",544112,3711,595,261
355,"home355",643380,3773,555,290
356,"home356",543726,1257,792,199
357,"home357",1231089,4696,685,324
358,"home358",368448,1448,859,278
359,"home359",1251654,2725,419,159
360,"home360",1324999,3284,557,151
361,"home361",336237,3952,986,461
362,"home362",665773,2273,678,171
363,"home363",966634,3075,706,245
364,"home364",1049090,1823,553,357
365,"home365",339861,1489,642,482
366,"home366",433934,3934,574,120
367,"home367",1177463,1333,911,383
368,"home368",1481117,1813,959,215
369,"home369",526457,1807,937,430
370,"home370",1169598,2625,731,328
371,"home371",1072080,1637,728,308
372,"home372",1274747,4275,698,426
373,"home373",1100148,1937,941,120
374,"home374",591135,4557,775,211
375,"home375",776440,1456,990,131
376,"home376",911929,1333,685,123
377,"home377",1101544,1046,643,365
378,"home378",1018512,4084,698,498
379,"home379",1305575,4055,985,306
380,"home380",631942,4670,941,348
381,"home381",1081747,1549,936,366
382,"home382",1029586,1404,726,197
383,"home383",1189464,3319,532,234
384,"home384",799235,3697,650,358
385,"home385",1139556,2055,950,426
386,"home386",1360149,3289,687,279
387,"home387",1416884,4934,905,432
388,"home388",510633,4038,766,303
389,"home389",1037785,3505,996,341
390,"home390",426420,2803,599,273
391,"home391",740515,1873,733,224
392,"home392",1099801,2757,895,143
393,"home393",462975,2759,658,388
394,"home394",525116,3791,823,426
395,"home395",874857,4550,991,283
396,"home396",1325319,2489,518,402
397,"home397",1305979,4211,910,285
398,"home398",617652,3864,508,277
399,"home399",919272,4474,748,419
400,"home400",1441336,1523,927,243
401,"home401",981190,3444,891,223
402,"home402",381011,3723,487,332
403,"home403",1115950,4498,907,372
404,"home404",673666,1825,800,329
405,"home405",208405,2991,974,404
406,"home406",541070,1675,876,140
407,"home407",359850,4377,769,250
408,"home408",971458,4129,873,344
409,"home409",651351,3643,946,158
410,"home410",653692,2971,716,419
411,"home411",310007,3893,508,274
412,"home412",880291,2019,671,414
413,"home413",1177914,3091,495,424
414,"home414",752856,2243,465,112
415,"home415",1203682,2153,696,152
416,"home416",1071178,1914,472,272
417,"home417",514057,3077,613,493
418,"home418",807127,4462,407,228
419,"home419",1264634,1070,990,140
420,"home420",881781,3403,630,428
421,"home421",735574,2732,639,430
422,"home422",704401,2733,634,402
423,"home423",555394,3593,985,219
424,"home424",1072945,2999,957,280
425,"home425",1305332,2943,680,373
426,"home426",646913,3257,416,355
427,"home427",972092,4222,848,332
428,"home428",1168410,4814,974,325
429,"home429",1491581,2207,431,418
430,"home430",438859,2791,899,426
431,"home431",1460784,1193,606,174
432,"home432",1116468,2670,894,217
433,"home433",939232,2086,929,151
434,"home434",628767,3233,733,118
435,"home435",1476223,3974,440,343
436,"home436",1070091,1025,701,123
437,"home437",1271583,3874,626,353
438,"home438",1332931,1755,867,153
439,"home439",381016,1222,547,464
440,"home440",630238,2541,695,478
441,"home441",451560,2605,652,125
442,"home442",663590,3468,499,375
443,"home443",540218,1621,968,432
444,"home444",1022082,1416,666,295
445,"home445",807595,1999,479,361
446,"home446",260809,1799,983,265
447,"home447",1075930,3527,652,338
448,"home448",924156,4296,758,247
449,"home449",1332557,1516,853,496
450,"home450",1248433,2382,806,144
451,"home451",516479,2457,624,173
452,"home452",296672,1089,531,225
453,"home453",886498,1965,445,336
454,"home454",1129787,2493,982,253
455,"home455",470511,1045,726,190
456,"home456",890264,2381,445,486
457,"home457",244836,2086,621,264
458,"home458",246741,2036,652,440
459,"home459",301524,4654,516,482
460,"home460",374840,4276,797,229
461,"home461",1404243,3452,777,467
462,"home462",1237012,3426,924,321
463,"home463",1063310,2580,458,413
464,"home464",454176,2801,793,373
465,"home465",1327529,3661,546,453
466,"home466",796835,1255,636,115
467,"home467",862163,3101,408,317
468,"home468",457724,1945,632,154
469,"home469",1075108,1099,990,278
470,"home470",1056882,2190,427,302
471,"home471",785251,1515,735,397
472,"home472",634074,3176,734,416
473,"home473",844233,4452,607,420
474,"home474",1210821,1658,789,372
475,"home475",643502,1348,658,374
476,"home476",541126,1678,954,178
477,"home477",1222352,3837,532,103
478,"home478",421059,3573,636,222
479,"home479",1332404,2418,462,412
480,"home480",810531,3314,544,212
481,"home481",358229,4287,963,378
482,"home482",1025967,4857,897,145
483,"home483",723892,2874,980,227
484,"home484",1363387,4128,805,275
485,"home485",689212,4913,962,441
486,"home486",1025585,2161,659,119
487,"home487",421155,3387,572,427
488,"home488",488047,2556,491,447
489,"home489",1376277,4684,873,396
490,"home490",963219,1151,891,323
491,"home491",515366,2579,512,292
492,"home492",225285,2840,472,420
493,"home493",1265824,3564,466,447
494,"home494",689955,1701,517,339
495,"home495",293340,4455,497,245
496,"home496",1216316,3084,623,357
497,"home497",424798,4830,530,334
498,"home498",637042,1767,720,430
499,"home499",562049,4738,785,264
500,"home500",1465137,1008,421,150
501,"home501",378827,4709,479,317
502,"home502",834524,1309,658,197
503,"home503",1464006,1137,566,312
504,"home504",410962,3666,544,432
505,"home505",1451956,3773,552,223
506,"home506",1488946,2477,908,242
507,"home507",1446663,4844,988,263
508,"home508",1093645,4151,549,279
509,"home509",933990,4928,622,254
510,"home510",268517,2979,801,295
511,"home511",249074,3281,762,403
512,"home512",356669,4892,802,327
513,"home513",1026395,3364,781,369
514,"home514",1407686,3327,463,182
515,"home515",528002,4186,553,434
516,"home516",419769,1117,446,272
517,"home517",788328,1294,509,149
518,"home518",367362,3234,443,267
519,"home519",1425660,1252,720,397
520,"home520",445684,2625,423,286
521,"home521",1395407,2951,501,188
522,"home522",762918,4691,730,306
523,"home523",1442820,3992,843,437
524,"home524",1344345,3626,563,257
525,"home525",1144999,4069,871,400
526,"home526",1031205,1258,419,279
527,"home527",388477,3366,841,110
528,"home528",1267197,4090,854,473
529,"home529",601943,1943,737,190
530,"home530",1211300,1357,409,384
531,"home531",1013482,4085,785,295
532,"home532",427910,2763,403,264
533,"home533",1028929,2372,529,133
534,"home534",399550,3385,579,296
535,"home535",446263,1680,918,272
536,"home536",1324278,4798,860,219
537,"home537",1408735,1568,517,132
538,"home538",1335638,1035,568,403
539,"home539",1432971,4064,631,316
540,"home540",898066,2441,953,192
541,"home541",1472299,2961,443,235
542,"home542",265846,2647,736,205
543,"home543",1119925,3121,611,403
544,"home544",363914,1039,456,365
545,"home545",1222924,4547,474,358
546,"home546",761461,1088,746,231
547,"home547",532843,1528,504,330
548,"home548",1026998,2110,468,347
549,"home549",890218,4568,458,252
550,"home550",815411,3545,824,151
551,"home551",392839,4193,905,150
552,"home552",1464980,4554,991,201
553,"home553",829204,4228,760,326
554,"home554",1294140,3857,910,366
555,"home555",529418,3512,901,345
556,"home556",236993,4949,785,154
557,"home557",626575,4379,892,428
558,"home558",603321,1139,834,307
559,"home559",251304,4627,858,266
560,"home560",242199,1284,619,214
561,"home561",342182,1804,955,470
562,"home562",1114892,1882,738,113
563,"home563",808376,2859,579,462
564,"home564",384193,3634,515,438
565,"home565",1499873,2215,859,331
566,"home566",1057210,3001,868,132
567,"home567",768714,1902,650,187
568,"home568",876370,3300,876,386
569,"home569",984094,1402,692,120
570,"home570",443924,3006,962,485
571,"home571",1238012,3315,497,298
572,"home572",723194,4653,590,371
573,"home573",1127479,4124,985,293
574,"home574",236746,4032,488,387
575,"home575",389554,4018,786,456
576,"home576",470874,3070,534,294
577,"home577",1122038,4148,775,228
578,"home578",410950,3343,574,326
579,"home579",506378,4067,439,449
580,"home580",1253486,4857,622,474
581,"home581",1249715,2582,847,110
582,"home582",434793,2362,997,202
583,"home583",1258451,4208,665,187
584,"home584",261697,1960,854,188
585,"home585",1392659,4378,704,406
586,"home586",408229,1765,463,194
587,"home587",434236,4439,862,240
588,"home588",1103713,3142,550,446
589,"home589",1185135,4510,443,163
590,"home590",1042037,4925,742,126
591,"home591",1245877,4286,923,135
592,"home592",835064,2159,484,151
593,"home593",552795,3644,403,303
594,"home594",678320,4078,556,422
595,"home595",1058386,4647,497,447
596,"home596",1383684,1190,896,358
597,"home597",204543,1078,559,221
598,"home598",1184550,4182,574,273
599,"home599",407623,4623,904,405
600,"home600",415784,3465,611,308
601,"home601",940011,4720,840,430
602,"home602",804927,4132,574,234
603,"home603",1212533,2193,922,254
604,"home604",836054,1547,527,477
605,"home605",1461866,3702,900,343
606,"home606",1339435,3337,990,425
607,"home607",638289,2271,789,341
608,"home608",736037,4310,794,490
609,"home609",538989,4873,946,232
610,"home610",616879,3736,741,300
611,"home611",348279,3286,569,247
612,"home612",469398,2090,867,425
613,"home613",343789,1434,819,317
614,"home614",912092,2100,721,289
615,"home615",818046,4928,617,147
616,"home616",263689,4759,781,499
617,"home617",1318411,4120,515,262
618,"home618",831250,4106,793,235
619,"home619",1067168,4233,768,442
620,"home620",461417,1805,475,435
621,"home621",943259,1809,793,345
622,"home622",235343,3149,678,258
623,"home623",374047,4579,876,410
624,"home624",1469045,2992,850,393
625,"home625",582517,4272,763,125
626,"home626",304846,3725,861,109
627,"home627",603480,3534,896,235
628,"home628",805233,1939,810,481
629,"home629",363297,2922,743,486
630,"home630",856750,1993,665,388
631,"home631",1020495,1307,651,482
632,"home632",1309727,3272,572,475
633,"home633",980831,4097,608,295
634,"home634",311687,2276,850,457
635,"home635",1484917,4609,807,246
636,"home636",323864,4622,920,465
637,"home637",257515,4131,470,479
638,"home638",244585,3697,634,131
639,"home639",276940,2556,823,477
640,"home640",420122,2479,856,325
641,"home641",639209,3847,867,149
642,"home642",962300,3878,866,250
643,"home643",432062,1435,416,121
644,"home644",1017294,3417,673,491
645,"home645",1359247,1014,942,365
646,"home646",1381352,4642,656,480
647,"home647",888385,1198,530,481
648,"home648",1295090,1673,500,225
649,"home649",1323932,3147,485,222
650,"home650",779124,2302,667,350
651,"home651",586988,1341,980,439
652,"home652",636415,3374,826,111
653,"home653",692204,4583,578,281
654,"home654",1118633,1042,624,464
655,"home655",209278,4658,853,386
656,"home656",606934,1236,732,462
657,"home657",1380664,1549,962,497
658,"home658",547067,2988,660,350
659,"home659",788692,4399,585,206
660,"home660",645382,4966,973,153
661,"home661",779696,2080,931,467
662,"home662",311813,3962,718,356
663,"home663",810978,2712,698,260
664,"home664",690062,1882,816,164
665,"home665",1290222,1730,430,399
666,"home666",423643,1247,489,499
667,"home667",352800,1824,986,267
668,"home668",1238386,4946,770,204
669,"home669",410156,3609,896,169
670,"home670",370229,3296,624,244
671,"home671",470864,1552,775,426
672,"home672",240231,2910,611,335
673,"home673",628259,4401,438,500
674,"home674",287787,4926,635,116
675,"home675",425990,1762,498,201
676,"home676",1086866,3527,743,137
677,"home677",219322,4257,665,204
678,"home678",1130890,1439,776,210
679,"home679",1491187,3478,706,329
680,"home680",637743,3653,889,107
681,"home681",1000647,2837,961,169
682,"home682",1259621,2492,504,315
683,"home683",347679,1719,815,398
684,"home684",258542,4600,769,481
685,"home685",1070019,2856,414,413
686,"home686",1247589,2493,945,120
687,"home687",577395,4379,977,180
688,"home688",1382648,1461,485,358
689,"home689",952006,3145,937,192
690,"home690",451091,3952,462,402
691,"home691",491782,3025,449,317
692,"home692",464234,2346,651,438
693,"home693",614880,3181,561,329
694,"home694",474637,1154,668,104
695,"home695",353385,3910,855,170
696,"home696",1146583,2408,846,145
697,"home697",1404448,3306,652,359
698,"home698",599837,2205,745,222
699,"home699",571870,3846,874,444
700,"home700",659068,3498,850,288
701,"home701",899176,2779,805,464
702,"home702",895946,2276,901,419
703,"home703",1453372,2768,813,273
704,"home704",1264007,4581,813,410
705,"home705",640303,3877,998,472
706,"home706",1327175,2133,652,465
707,"home707",1130452,2455,730,477
708,"home708",1074924,1417,488,227
709,"home709",1492100,1481,947,461
710,"home710",487131,3432,886,268
711,"home711",331266,4519,548,106
712,"home712",1447580,1062,765,160
713,"home713",1438046,1565,869,313
714,"home714",1147876,3933,453,102
715,"home715",678981,2661,750,477
716,"home716",314412,4805,738,108
717,"home717",824570,4344,803,343
718,"home718",412072,3197,661,369
719,"home719",787173,1455,694,269
720,"home720",664306,4584,953,104
721,"home721",473202,2907,411,373
722,"home722",1466940,1070,427,156
723,"home723",1019695,2576,407,334
724,"home724",212262,3058,459,270
725,"home725",675345,2468,802,372
726,"home726",374789,2905,557,474
727,"home727",1436694,3838,629,139
728,"home728",1459812,3996,933,351
729,"home729",203003,1533,433,459
730,"home730",241930,2158,945,269
731,"home731",1272177,1343,430,218
732,"home732",739692,3451,781,340
733,"home733",1105459,1856,661,130
734,"home734",565736,4201,786,154
735,"home735",366865,4843,616,185
736,"home736",1316891,2212,708,293
737,"home737",1107475,3195,532,324
738,"home738",1212441,2923,635,491
739,"home739",390171,2953,666,409
740,"home740",478029,3398,590,383
741,"home741",368571,3932,920,499
742,"home742",807992,4371,535,350
743,"home743",764957,4908,566,360
744,"home744",1444737,1247,684,107
745,"home745",1413417,2354,940,161
746,"home746",1271628,4162,431,368
747,"home747",1277477,3691,809,255
748,"home748",206783,4626,769,467
749,"home749",227993,3235,556,257
750,"home750",282639,1188,850,338
751,"home751",619915,1881,770,452
752,"home752",345042,1387,770,429
753,"home753",1456962,2509,868,274
754,"home754",268553,2782,511,159
755,"home755",1195868,4737,834,332
756,"home756",857091,3005,627,103
757,"home757",328595,2223,955,464
758,"home758",1403956,4297,973,260
759,"home759",900108,1690,921,285
760,"home760",949037,3765,665,239
761,"home761",815958,3313,862,497
762,"home762",719000,3910,595,469
763,"home763",501508,3152,942,252
764,"home764",267181,3861,445,378
765,"home765",555394,4816,948,183
766,"home766",447602,1083,437,191
767,"home767",741644,2592,667,399
768,"home768",899854,2042,926,255
769,"home769",283240,1782,735,116
770,"home770",260454,4152,915,128
771,"home771",512237,2719,522,367
772,"home772",288270,2039,463,286
773,"home773",660623,2293,648,148
774,"home774",613998,3574,593,222
775,"home775",1042411,3705,418,363
776,"home776",335074,1959,504,200
777,"home777",1036130,2340,413,273
778,"home778",645659,2454,975,316
779,"home779",379823,3295,982,126
780,"home780",687374,4707,553,248
781,"home781",1377649,4748,808,272
782,"home782",917595,4785,824,458
783,"home783",1416976,3004,708,343
784,"home784",1050673,4107,834,166
785,"home785",553929,4086,767,385
786,"home786",308474,4257,662,318
787,"home787",1499226,3067,845,376
788,"home788",1209144,4077,842,327
789,"home789",844876,2243,560,104
790,"home790",330907,1314,752,216
791,"home791",370021,3383,745,261
792,"home792",713497,3154,854,176
793,"home793",866840,1486,550,418
794,"home794",501433,4649,891,122
795,"home795",973889,4000,925,457
796,"home796",243970,2318,723,174
797,"home797",298949,3213,426,234
798,"home798",917552,4809,694,496
799,"home799",1353539,1846,527,390
800,"home800",1196120,3954,782,414
801,"home801",256110,1732,895,103
802,"home802",1035574,2193,815,289
803,"home803",1221007,3452,981,164
804,"home804",209387,4675,645,231
805,"home805",1117567,3962,645,160
806,"home806",1161466,2721,619,486
807,"home807",1031734,4373,512,482
808,"home808",1080855,4884,789,235
809,"home809",1281216,4821,872,222
810,"home810",1389066,3127,577,268
811,"home811",487761,1428,884,367
812,"home812",483446,3314,421,488
813,"home813",964662,3158,636,126
814,"home814",437682,2609,922,156
815,"home815",496353,1036,929,322
816,"home816",294277,3984,808,212
817,"home817",612233,4986,688,352
818,"home818",449797,4705,452,217
819,"home819",554961,3380,608,183
820,"home820",1167926,4641,493,263
821,"home821",749482,1790,733,224
822,"home822",515822,3723,911,351
823,"home823",494468,3783,662,351
824,"home824",1312943,4240,641,372
825,"home825",1250882,2888,568,444
826,"home826",1163737,4152,630,450
827,"home827",1230369,4701,740,465
828,"home828",348366,3502,475,265
829,"home829",651005,3251,808,367
830,"home830",310033,3066,448,168
831,"home831",287321,3220,576,311
832,"home832",578797,2689,987,342
833,"home833",790278,4811,468,353
834,"home834",256951,3755,508,250
835,"home835",218085,1125,464,175
836,"home836",834490,4822,442,387
837,"home837",984591,1248,704,167
838,"home838",274064,1307,913,193
839,"home839",1172196,1932,767,315
840,"home840",793792,1066,672,489
841,"home841",1499606,3232,527,391
842,"home842",1168874,3316,525,148
843,"home843",648232,2707,686,424
844,"home844",238753,1708,882,251
845,"home845",1273471,3559,836,207
846,"home846",267102,3937,647,121
847,"home847",411319,4709,1000,164
848,"home848",1166971,3336,920,232
849,"home849",1469788,4807,481,400
850,"home850",760193,3938,551,352
851,"home851",1460488,1588,721,340
852,"home852",1450430,4067,915,488
853,"home853",1164280,3616,957,449
854,"home854",330775,1611,556,454
